mesa_id,i
2301403219X,130850
2301403220X,130851
2301403221X,130852
2301403222X,130853
2301403223X,130854
2301403224X,130855
2301403225X,130856
2301403226X,130857
2301403227X,130858
2301403228X,130859
2301403229X,130860
2301403230X,130861
2301403231X,130862
2301403232X,130863
2301403233X,130864
2301403234X,130865
2301403235X,130866
2301403236X,130867
2301403237X,130868
2301403238X,130869
2301403239X,130870
2301403240X,130871
2301403241X,130872
2301403242X,130873
2301403243X,130874
2301403244X,130875
2301403245X,130876
2301403246X,130877
2301403247X,130878
2301403248X,130879
2301403249X,130880
2301403250X,130881
2301403251X,130882
2301403252X,130883
2301403253X,130884
2301403254X,130885
2301403255X,130886
2301403256X,130887
2301403257X,130888
2301403258X,130889
2301403259X,130890
2301403260X,130891
2301403261X,130892
2301403262X,130893
2301403263X,130894
2301403264X,130895
2301403265X,130896
2301403266X,130897
2301403267X,130898
2301403268X,130899
2301503269X,130900
2301503270X,130901
2301503271X,130902
2301503272X,130903
2301503273X,130904
2301503274X,130905
2301503275X,130906
2301503276X,130907
2301503277X,130908
2301503278X,130909
2301503279X,130910
2301503280X,130911
2301503281X,130912
2301503282X,130913
2301503283X,130914
2301503284X,130915
2301503285X,130916
2301503286X,130917
2301503287X,130918
2301503288X,130919
2301503289X,130920
2301503290X,130921
2301503291X,130922
2301503292X,130923
2301503293X,130924
2301503294X,130925
2301503295X,130926
2301503296X,130927
2301503297X,130928
2301503298X,130929
2301503299X,130930
2301503300X,130931
2301503301X,130932
2301503302X,130933
2301503303X,130934
2301503304X,130935
2301503305X,130936
2301503306X,130937
2301503307X,130938
2301503308X,130939
2301503309X,130940
2301503310X,130941
2301503311X,130942
2301503312X,130943
2301503313X,130944
2301503314X,130945
2301503315X,130946
2301503316X,130947
2301503317X,130948
2301503318X,130949
2301503319X,130950
2301503320X,130951
2301503321X,130952
2301503322X,130953
2301503323X,130954
2301503324X,130955
2301503325X,130956
2301503326X,130957
2301503327X,130958
2301503328X,130959
2301503329X,130960
2301503330X,130961
2301503331X,130962
2301503332X,130963
2301503333X,130964
2301503334X,130965
2301503335X,130966
2301503336X,130967
2301503337X,130968
2301503338X,130969
2301503339X,130970
2301503340X,130971
2301503341X,130972
2301503342X,130973
2301503343X,130974
2301503344X,130975
2301503345X,130976
2301503346X,130977
2301503347X,130978
2301503348X,130979
2301503349X,130980
2301503350X,130981
2301503351X,130982
2301503352X,130983
2301503353X,130984
2301503354X,130985
2301503355X,130986
2301503356X,130987
2301503357X,130988
2301503358X,130989
2301503359X,130990
2301503360X,130991
2301503361X,130992
2301503362X,130993
2301503363X,130994
2301503364X,130995
2301503365X,130996
2301503366X,130997
2301503367X,130998
2301503368X,130999
2301503369X,131000
2301503370X,131001
2301503371X,131002
2301503372X,131003
2301503373X,131004
2301503374X,131005
2301503375X,131006
2301503376X,131007
2301503377X,131008
2301503378X,131009
2301503379X,131010
2301503380X,131011
2301503381X,131012
2301503382X,131013
2301503383X,131014
2301503384X,131015
2301503385X,131016
2301503386X,131017
2301503387X,131018
2301503388X,131019
2301503389X,131020
2301503390X,131021
2301503391X,131022
2301503392X,131023
2301503393X,131024
2301503394X,131025
2301503395X,131026
2301503396X,131027
2301503397X,131028
2301503398X,131029
2301503399X,131030
2301503400X,131031
2301503401X,131032
2301503402X,131033
2301503403X,131034
2301503404X,131035
2301503405X,131036
2301503406X,131037
2301503407X,131038
2301503408X,131039
2301503409X,131040
2301503410X,131041
2301503411X,131042
2301503412X,131043
2301503413X,131044
2301503414X,131045
2301503415X,131046
2301503416X,131047
2301503417X,131048
2301503418X,131049
2301503419X,131050
2301503420X,131051
2301503421X,131052
2301503422X,131053
2301503423X,131054
2301503424X,131055
2301503425X,131056
2301503426X,131057
2301503427X,131058
2301503428X,131059
2301503429X,131060
2301503430X,131061
2301503431X,131062
2301503432X,131063
2301503433X,131064
2301503434X,131065
2301503435X,131066
2301503436X,131067
2301503437X,131068
2301503438X,131069
2301503439X,131070
2301503440X,131071
2301503441X,131072
2301503442X,131073
2301503443X,131074
2301503444X,131075
2301503445X,131076
2301503446X,131077
2301503447X,131078
2301503448X,131079
2301503449X,131080
2301503450X,131081
2301503451X,131082
2301503452X,131083
2301503453X,131084
2301503454X,131085
2301503455X,131086
2301503456X,131087
2301503457X,131088
2301503458X,131089
2301503459X,131090
2301503460X,131091
2301503461X,131092
2301503462X,131093
2301503463X,131094
2301503464X,131095
2301503465X,131096
2301503466X,131097
2301503467X,131098
2301503468X,131099
2301503469X,131100
2301503470X,131101
2301503471X,131102
2301503472X,131103
2301503473X,131104
2301503474X,131105
2301503475X,131106
2301503476X,131107
2301503477X,131108
2301503478X,131109
2301503479X,131110
2301503480X,131111
2301503481X,131112
2301503482X,131113
2301503483X,131114
2301503484X,131115
2301503485X,131116
2301503486X,131117
2301503487X,131118
2301503488X,131119
2301503489X,131120
2301503490X,131121
2301503491X,131122
2301503492X,131123
2301503493X,131124
2301503494X,131125
2301503495X,131126
2301503496X,131127
2301503497X,131128
2301503498X,131129
2301503499X,131130
2301603500X,131131
2301603501X,131132
2301603502X,131133
2301603503X,131134
2301603504X,131135
2301603505X,131136
2301603506X,131137
2301603507X,131138
2301603508X,131139
2301603509X,131140
2301603510X,131141
2301603511X,131142
2301603512X,131143
2301603513X,131144
2301603514X,131145
2301603515X,131146
2301603516X,131147
2301603517X,131148
2301603518X,131149
2301603519X,131150
2301603520X,131151
2301603521X,131152
2301603522X,131153
2301603523X,131154
2301603524X,131155
2301603525X,131156
2301603526X,131157
2301603527X,131158
2301603528X,131159
2301603529X,131160
2301603530X,131161
2301603531X,131162
2301603532X,131163
2301603533X,131164
2301603534X,131165
2301603535X,131166
2301603536X,131167
2301603537X,131168
2301603538X,131169
2301603539X,131170
2301603540X,131171
2301603541X,131172
2301603542X,131173
2301603543X,131174
2301603544X,131175
2301603545X,131176
2301603546X,131177
2301603547X,131178
2301603548X,131179
2301603549X,131180
2301603550X,131181
2301603551X,131182
2301603552X,131183
2301603553X,131184
2301603554X,131185
2301603555X,131186
2301603556X,131187
2301603557X,131188
2301603558X,131189
2301603559X,131190
2301603560X,131191
2301603561X,131192
2301603562X,131193
2301603563X,131194
2301603564X,131195
2301603565X,131196
2301603566X,131197
2301603567X,131198
2301603568X,131199
2301603569X,131200
2301603570X,131201
2301603571X,131202
2301603572X,131203
2301603573X,131204
2301603574X,131205
2301603575X,131206
2301603576X,131207
2301603577X,131208
2301603578X,131209
2301603579X,131210
2301603580X,131211
2301603581X,131212
2301603582X,131213
2301603583X,131214
2301603584X,131215
2301603585X,131216
2301603586X,131217
2301603587X,131218
2301603588X,131219
2301603589X,131220
2301603590X,131221
2301603591X,131222
2301603592X,131223
2301603593X,131224
2301603594X,131225
2301603595X,131226
2301603596X,131227
2301603597X,131228
2301603598X,131229
2301603599X,131230
2301603600X,131231
2301603601X,131232
2301603602X,131233
2301603603X,131234
2301603604X,131235
2301603605X,131236
2301603606X,131237
2301603607X,131238
2301603608X,131239
2301603609X,131240
2301603610X,131241
2301603611X,131242
2301603612X,131243
2301603613X,131244
2301603614X,131245
2301603615X,131246
2301603616X,131247
2301603617X,131248
2301603618X,131249
2301603619X,131250
2301603620X,131251
2301603621X,131252
2301603622X,131253
2301603623X,131254
2301603624X,131255
2301603625X,131256
2301603626X,131257
2301603627X,131258
2301603628X,131259
2301603629X,131260
2301603630X,131261
2301603631X,131262
2301603632X,131263
2301603633X,131264
2301603634X,131265
2301603635X,131266
2301603636X,131267
2301603637X,131268
2301603638X,131269
2301603639X,131270
2301603640X,131271
2301603641X,131272
2301603642X,131273
2301603643X,131274
2301603644X,131275
2301603645X,131276
2301603646X,131277
2301603647X,131278
2301603648X,131279
2301603649X,131280
2301603650X,131281
2301603651X,131282
2301603652X,131283
2301603653X,131284
2301603654X,131285
2301603655X,131286
2301603656X,131287
2301603657X,131288
2301603658X,131289
2301603659X,131290
2301603660X,131291
2301603661X,131292
2301603662X,131293
2301603663X,131294
2301603664X,131295
2301603665X,131296
2301603666X,131297
2301603667X,131298
2301603668X,131299
2301603669X,131300
2301603670X,131301
2301603671X,131302
2301603672X,131303
2301603673X,131304
2301603674X,131305
2301603675X,131306
2301603676X,131307
2301603677X,131308
2301603678X,131309
2301603679X,131310
2301603680X,131311
2301603681X,131312
2301603682X,131313
2301603683X,131314
2301603684X,131315
2301603685X,131316
2301603686X,131317
2301603687X,131318
2301603688X,131319
2301603689X,131320
2301603690X,131321
2301603691X,131322
2301603692X,131323
2301603693X,131324
2301603694X,131325
2301603695X,131326
2301603696X,131327
2301603697X,131328
2301603698X,131329
2301603699X,131330
2301603700X,131331
2301603701X,131332
2301603702X,131333
2301603703X,131334
2301603704X,131335
2301603705X,131336
2301603706X,131337
2301603707X,131338
2301603708X,131339
2301603709X,131340
2301603710X,131341
2301603711X,131342
2301603712X,131343
2301603713X,131344
2301603714X,131345
2301603715X,131346
2301603716X,131347
2301603717X,131348
2301603718X,131349
2301603719X,131350
2301603720X,131351
2301603721X,131352
2301603722X,131353
2301603723X,131354
2301603724X,131355
2301603725X,131356
2301603726X,131357
2301603727X,131358
2301603728X,131359
2301603729X,131360
2301603730X,131361
2301603731X,131362
2301603732X,131363
2301603733X,131364
2301603734X,131365
2301603735X,131366
2301603736X,131367
2301603737X,131368
2301603738X,131369
2301603739X,131370
2301603740X,131371
2301603741X,131372
2301603742X,131373
2301603743X,131374
2301603744X,131375
2301603745X,131376
2301603746X,131377
2301603747X,131378
2301603748X,131379
2301603749X,131380
2301603750X,131381
2301603751X,131382
2301603752X,131383
2301603753X,131384
2301603754X,131385
2301603755X,131386
2301603756X,131387
2301603757X,131388
2301603758X,131389
2301603759X,131390
2301603760X,131391
2301603761X,131392
2301603762X,131393
2301603763X,131394
2301603764X,131395
2301603765X,131396
2301603766X,131397
2301603767X,131398
2301603768X,131399
2301603769X,131400
2301603770X,131401
2301603771X,131402
2301603772X,131403
2301603773X,131404
2301603774X,131405
2301603775X,131406
2301603776X,131407
2301603777X,131408
2301603778X,131409
2301603779X,131410
2301603780X,131411
2301603781X,131412
2301603782X,131413
2301603783X,131414
2301603784X,131415
2301603785X,131416
2301603786X,131417
2301603787X,131418
2301603788X,131419
2301603789X,131420
2301603790X,131421
2301603791X,131422
2301603792X,131423
2301603793X,131424
2301603794X,131425
2301603795X,131426
2301603796X,131427
2301603797X,131428
2301603798X,131429
2301603799X,131430
2301603800X,131431
2301603801X,131432
2301603802X,131433
2301603803X,131434
2301603804X,131435
2301603805X,131436
2301603806X,131437
2301603807X,131438
2301603808X,131439
2301603809X,131440
2301603810X,131441
2301603811X,131442
2301603812X,131443
2301603813X,131444
2301603814X,131445
2301603815X,131446
2301603816X,131447
2301603817X,131448
2301603818X,131449
2301603819X,131450
2301603820X,131451
2301603821X,131452
2301603822X,131453
2301603823X,131454
2301603824X,131455
2301603825X,131456
2301603826X,131457
2301603827X,131458
2301603828X,131459
2301603829X,131460
2301603830X,131461
2301603831X,131462
2301603832X,131463
2301603833X,131464
2301603834X,131465
2301603835X,131466
2301603836X,131467
2301603837X,131468
2301603838X,131469
2301603839X,131470
2301603840X,131471
2301603841X,131472
2301603842X,131473
2301603843X,131474
2301603844X,131475
2301603845X,131476
2301603846X,131477
2301603847X,131478
2301603848X,131479
2301603849X,131480
2301603850X,131481
2301603851X,131482
2301603852X,131483
2301603853X,131484
2301603854X,131485
2301603855X,131486
2301603856X,131487
2301603857X,131488
2301603858X,131489
2301603859X,131490
2301603860X,131491
2301603861X,131492
2301603862X,131493
2301603863X,131494
2301603864X,131495
2301603865X,131496
2301603866X,131497
2301603867X,131498
2301603868X,131499
2301603869X,131500
2301603870X,131501
2301703871X,131502
2301703872X,131503
2301703873X,131504
2301703874X,131505
2301703875X,131506
2301703876X,131507
2301703877X,131508
2301703878X,131509
2301703879X,131510
2301703880X,131511
2301703881X,131512
2301703882X,131513
2301703883X,131514
2301703884X,131515
2301703885X,131516
2301703886X,131517
2301703887X,131518
2301703888X,131519
2301703889X,131520
2301703890X,131521
2301703891X,131522
2301703892X,131523
2301703893X,131524
2301703894X,131525
2301703895X,131526
2301703896X,131527
2301703897X,131528
2301703898X,131529
2301703899X,131530
2301703900X,131531
2301703901X,131532
2301703902X,131533
2301703903X,131534
2301703904X,131535
2301703905X,131536
2301703906X,131537
2301703907X,131538
2301703908X,131539
2301703909X,131540
2301703910X,131541
2301703911X,131542
2301703912X,131543
2301703913X,131544
2301703914X,131545
2301703915X,131546
2301703916X,131547
2301703917X,131548
2301703918X,131549
2301703919X,131550
2400100001X,131551
2400100002X,131552
2400100003X,131553
2400100004X,131554
2400100005X,131555
2400100006X,131556
2400100007X,131557
2400100008X,131558
2400100009X,131559
2400100010X,131560
2400100011X,131561
2400100012X,131562
2400100013X,131563
2400100014X,131564
2400100015X,131565
2400100016X,131566
2400100017X,131567
2400100018X,131568
2400100019X,131569
2400100020X,131570
2400100021X,131571
2400100022X,131572
2400100023X,131573
2400100024X,131574
2400100025X,131575
2400100026X,131576
2400100027X,131577
2400100028X,131578
2400100029X,131579
2400100030X,131580
2400100031X,131581
2400100032X,131582
2400100033X,131583
2400100034X,131584
2400100035X,131585
2400100036X,131586
2400100037X,131587
2400100038X,131588
2400100039X,131589
2400100040X,131590
2400100041X,131591
2400100042X,131592
2400100043X,131593
2400100044X,131594
2400100045X,131595
2400100046X,131596
2400100047X,131597
2400100048X,131598
2400100049X,131599
2400100050X,131600
2400100051X,131601
2400100052X,131602
2400100053X,131603
2400100054X,131604
2400100055X,131605
2400100056X,131606
2400100057X,131607
2400100058X,131608
2400100059X,131609
2400100060X,131610
2400100061X,131611
2400100062X,131612
2400100063X,131613
2400100064X,131614
2400100065X,131615
2400100066X,131616
2400100067X,131617
2400100068X,131618
2400100069X,131619
2400100070X,131620
2400100071X,131621
2400100072X,131622
2400100073X,131623
2400100074X,131624
2400100075X,131625
2400100076X,131626
2400100077X,131627
2400100078X,131628
2400100079X,131629
2400100080X,131630
2400100081X,131631
2400100082X,131632
2400100083X,131633
2400100084X,131634
2400100085X,131635
2400100086X,131636
2400100087X,131637
2400100088X,131638
2400100089X,131639
2400100090X,131640
2400100091X,131641
2400100092X,131642
2400100093X,131643
2400100094X,131644
2400100095X,131645
2400100096X,131646
2400100097X,131647
2400100098X,131648
2400100099X,131649
2400100100X,131650
2400100101X,131651
2400100102X,131652
2400100103X,131653
2400100104X,131654
2400100105X,131655
2400100106X,131656
2400100107X,131657
2400100108X,131658
2400100109X,131659
2400100110X,131660
2400100111X,131661
2400100112X,131662
2400100113X,131663
2400100114X,131664
